node,x,y,z,x_2d,y_2d
DDX27,2.3595848083496094,-0.1640452444553375,1.6297645568847656,8.159454345703125,-2.129441261291504
SLC25A31,1.6490479707717896,-0.3640326857566833,0.7649918794631958,7.811974048614502,-1.3283252716064453
ADAM15,0.3318126201629638,2.701204538345337,1.412152647972107,15.211244583129883,-1.6570857763290405
YY1AP1,1.1931235790252686,0.3192165791988373,2.0446486473083496,5.9136762619018555,-3.581343173980713
YPEL5,1.3051658868789673,0.4842142462730407,2.393348693847656,5.604484558105469,-5.142197608947754
SHH,6.326414585113525,8.441839218139648,3.271768569946289,22.020708084106445,7.946386337280273
VPS13A,1.968518614768982,0.1329430043697357,1.8533228635787964,6.909711837768555,-4.569516658782959
PLCXD1,1.4968342781066897,0.3804141581058502,2.2031195163726807,7.641483783721924,-6.714212417602539
AP3S2,1.505523443222046,0.2071809768676757,2.5541305541992188,4.788879871368408,-5.687749862670898
WASHC1,1.288882613182068,-0.3092847466468811,2.829237461090088,4.002216815948486,-5.283616065979004
SLC4A2,1.2747896909713743,0.016210027039051,2.369076728820801,4.323912143707275,-4.4066162109375
SLC12A4,1.0175906419754028,0.0395188629627227,2.0564746856689453,4.779481887817383,-3.0726332664489746
DHCR7,1.2833595275878906,0.3709337413311004,2.725930690765381,4.409110069274902,-6.018208980560303
GAK,0.954289972782135,-0.539200484752655,1.2979809045791626,5.8611979484558105,-1.179372787475586
PLK2,1.949919581413269,2.42099666595459,-0.086345300078392,14.700387001037598,0.7757288217544556
DDOST,1.0349981784820557,0.4754804074764251,1.987544298171997,6.102027893066406,-3.196573495864868
SPG21,-1.465706706047058,-1.4859342575073242,-1.3075687885284424,4.791314125061035,12.728262901306152
COPS7B,0.936579406261444,-0.2421271055936813,2.268277406692505,4.077615261077881,-3.011409044265747
MAPRE1,0.7112889885902405,-0.287463366985321,2.0186824798583984,4.382866382598877,-2.158618450164795
APOBEC3B,1.213387966156006,0.0872251391410827,0.8779780268669128,7.571396827697754,-0.6842189431190491
ZFR,1.355937123298645,0.5171000361442566,2.56642746925354,5.506584644317627,-5.551708221435547
RP2,2.3366847038269043,0.6797720193862915,2.72261381149292,6.137412071228027,-6.940021991729736
H1-0,-0.2355084121227264,-0.4317314028739929,2.3896446228027344,1.4026892185211182,1.5451858043670654
IQGAP2,0.697559654712677,3.171595335006714,1.9273144006729128,15.933627128601074,-1.865059494972229
RBM4B,0.6249063611030579,0.8878504633903503,1.6751788854599,7.44260311126709,-2.5111026763916016
HINT3,1.376670479774475,3.5936779975891118,1.3296798467636108,18.278240203857422,-0.48966479301452637
NUB1,1.502827525138855,0.2073500901460647,2.320591449737549,4.982039451599121,-4.881402969360352
AGK,1.4189053773880005,-0.0038103475235402,2.8556933403015137,4.202951431274414,-5.714581489562988
TPM1,2.2107112407684326,-2.1460323333740234,1.943589448928833,13.616482734680176,-7.41922664642334
NEDD4,6.195676803588867,8.168173789978027,3.2921979427337646,21.647485733032227,7.776660442352295
ZNF468,1.2816083431243896,0.3918175399303436,2.245724439620972,5.781801223754883,-4.707061767578125
SEC24D,1.360625982284546,0.6057381629943848,2.110651731491089,6.594608783721924,-4.830025672912598
PUM1,1.222084403038025,0.1748856604099273,1.6321698427200315,6.43234395980835,-2.2689900398254395
EIF2B5,1.90569806098938,0.2532160878181457,1.3391010761260986,7.772836685180664,-3.812776565551758
SLC20A1,1.3374005556106567,0.4625610709190368,2.153599739074707,6.067068099975586,-4.671309471130371
DDX21,0.8754504919052124,0.3061167895793915,1.9712181091308596,5.57003116607666,-2.871269941329956
TACC1,1.4503724575042725,0.2929321825504303,2.004970073699951,6.245508670806885,-4.012418746948242
PLXNA1,1.1985927820205688,0.3604277968406677,1.7463922500610352,6.533336162567139,-2.727548360824585
UBA1,1.029955267906189,4.001423358917236,1.2912625074386597,18.803701400756836,-0.18579544126987457
CRYZ,1.465684413909912,0.2964310646057129,2.387363910675049,5.072030067443848,-5.310304641723633
FNTB,1.1945829391479492,3.774904251098633,1.3702770471572876,18.824777603149414,-0.5492613911628723
DNAJB4,0.8063187003135681,3.482034921646118,-1.43553364276886,16.276697158813477,4.609351634979248
UBL5,1.1838221549987793,0.332897812128067,1.7078325748443604,6.507956027984619,-2.5544307231903076
TRIM6,1.24235737323761,0.720102846622467,1.630124807357788,7.693629741668701,-3.0764431953430176
INSIG2,1.9019182920455933,-0.5965564846992493,-1.1942521333694458,4.433471202850342,1.0232316255569458
C5orf15,1.4968342781066897,0.3804141581058502,2.2031195163726807,7.639078140258789,-6.706633567810059
AQR,-0.5884059071540833,1.6401910781860352,1.9157665967941284,8.718767166137695,3.3243167400360107
CD81,1.45551335811615,0.1271251738071441,2.246087074279785,5.115911960601807,-4.606496810913086
RAE1,3.999123573303223,1.6878151893615725,6.280200958251953,8.80103588104248,-10.719218254089355
ACYP1,1.6503199338912964,-0.4908610582351684,1.273516058921814,7.661086082458496,-1.577370285987854
RACGAP1,1.8774693012237549,0.2244855165481567,1.97086763381958,6.80198335647583,-5.1314592361450195
PSME3IP1,0.7614202499389648,0.3979329466819763,1.8274284601211548,5.750357627868652,-2.612462282180786
RABAC1,0.7893738150596619,1.070090889930725,0.926588535308838,9.221190452575684,-0.6575229167938232
WDR75,4.208654403686523,1.695338487625122,6.595907688140869,9.158114433288574,-10.801041603088379
PARD6A,0.8371076583862305,1.3679121732711792,1.8851226568222048,8.629094123840332,-3.8738608360290527
PABPC1L,1.703977108001709,0.6954097747802734,2.8777894973754883,5.525538921356201,-6.843578815460205
FNTA,2.075225353240967,1.0682787895202637,3.4610698223114014,5.511620998382568,-7.5493574142456055
RNF144B,2.065370321273804,1.304776668548584,2.8782427310943604,6.645038604736328,-6.840414047241211
RAB5IF,1.294566631317139,3.800559759140015,1.2318934202194214,19.25026512145996,-0.26167622208595276
ARMT1,-2.114287853240967,1.585096001625061,-1.847100853919983,11.732431411743164,10.572731971740723
RGPD8,1.0985783338546753,4.030277252197266,1.2592239379882812,18.995018005371094,-0.21161653101444244
SPCS2,-0.630151093006134,-0.3335483372211456,-0.1519049108028412,5.490454196929932,6.534841060638428
CDK3,1.430233597755432,4.014931201934815,1.2318872213363647,19.050128936767578,-0.4441365599632263
TRIM56,1.8332618474960327,0.1924265772104263,2.5445756912231445,5.438654899597168,-6.330352306365967
SDC4,1.4514970779418943,0.0220299623906612,0.1391743272542953,7.396424293518066,0.9297543168067932
MEMO1,1.01461923122406,0.6399645805358887,2.270286321640014,6.266268253326416,-4.328577041625977
ASL,0.8161084055900574,-0.3292619585990906,1.950801134109497,4.469094276428223,-2.1815996170043945
SH3BGRL3,1.175602674484253,2.0274810791015625,2.36816954612732,9.007247924804688,-4.118188858032227
MFAP3,0.5925453901290894,-0.439092606306076,0.5958731770515442,6.865630149841309,1.6641384363174438
HELZ,1.579479455947876,0.1481913179159164,1.8259947299957275,6.367375373840332,-3.2770328521728516
ARL2,0.9815911054611206,1.8226172924041748,1.9129157066345213,14.01795482635498,-2.1283583641052246
MASTL,1.3072999715805054,0.4441649913787842,2.1321938037872314,5.989283561706543,-4.611977577209473
KCTD6,0.927440106868744,0.7174568176269531,3.00323224067688,5.042036533355713,-5.0600714683532715
MAGEA9B,1.1171711683273315,0.6716617345809937,2.119574546813965,6.567601203918457,-4.158113479614258
ARPC5,1.030185341835022,0.8865088820457458,0.6291477084159851,9.18117904663086,-0.42705729603767395
HNRNPAB,-1.0134395360946655,1.6056923866271973,-0.6094217896461487,11.416996955871582,7.276423931121826
SOX9,0.6340175867080688,1.219640612602234,0.3745225667953491,10.196252822875977,1.5664913654327393
CDC42BPB,1.7452642917633057,1.6187609434127808,0.5508441925048828,13.422493934631348,0.9584683179855347
DLG1,1.562143325805664,0.3419362008571625,2.4605655670166016,5.3018479347229,-5.9281439781188965
NGLY1,1.245329976081848,0.7442068457603455,2.229315996170044,6.859508037567139,-4.485313892364502
SOAT1,1.3807084560394287,0.2687683701515198,2.0610783100128174,5.888678073883057,-4.220279216766357
